,Unnamed: 0,n1,a1,n2,a2,n3,a3,EWSB,chh,Tres,Tc_0,phi_false_0,phi_true_0,Tn_0,alpha_0,beta_0,vw_0,vJ_0,SNR_0,Tc_1,phi_false_1,phi_true_1,Tn_1,alpha_1,beta_1,vw_1,vJ_1,SNR_1,Tc_2,phi_false_2,phi_true_2,Tn_2,alpha_2,beta_2,vw_2,vJ_2,SNR_2
85,13,6,-1.3303644707008484,44,1.6038026006292367,72,2.144284654548436,True,-1.6480554085231351,258.05441840641515,252.9966939881876,67.77748415042997,368.5,247.5306289623925,0.0012383294177876186,37671.80914678871,0.30034201801003113,0.6053597443567574,3.490952901455313e-14,,,,,,,,,,,,,,,,,,
86,14,20,-5.332055333399328,59,7.609747258715952,87,8.866034769357158,True,-1.6337594785848937,255.3033274463617,249.68521122503643,66.12673198454729,344.1946536030906,246.9946536030905,0.0012348205236043098,83957.31732151302,0.20984297212468253,0.605321066430092,2.727060295261885e-16,,,,,,,,,,,,,,,,,,
87,4,5,-0.5357177482196835,42,5.604192826946095,77,7.550831795847947,True,-1.6496815647898786,257.2906448735734,254.24471447035592,68.49781411257331,386.4,247.6255464718567,0.0012320676559926086,33305.835958808435,0.3307738339966798,0.6052906814903946,8.395529634913704e-14,220.60145037891118,412.5083815550389,466.1083815550388,220.04580922248056,0.00010364099556991685,128664.16545045287,0.10012500043693988,0.5856025027520246,4.7065670570945076e-21,,,,,,,,,
88,12,60,0.07562917937254987,66,5.139918815279512,98,7.115401731518912,True,-1.699047627695477,255.15550393599167,249.3358469963091,68.87459127464447,351.4063521813389,245.9063521813389,0.0012314447768145026,60860.03670730305,0.2377859342067043,0.6052838014643135,1.7967426795908798e-15,,,,,,,,,,,,,,,,,,
89,12,13,2.0657920089657837,45,6.7253924401522625,87,9.01511870257044,True,-1.6639154149430897,256.30820271640425,254.1492980778941,69.3964828537148,394.3741207134286,247.2258792865713,0.0012303610509939301,32336.28861823328,0.3384792896201931,0.6052718267317106,1.0457736437960794e-13,229.0544509365272,413.9337161836782,470.9337161836782,228.46628381632172,0.00010450642992835372,122562.64736686935,0.10108933833374396,0.5856366331329891,5.546169262113365e-21,,,,,,,,,
90,5,5,-4.253118473630579,61,5.8416553505558575,95,8.48229114586794,True,-1.689296822607712,255.38145881385208,250.47136687634395,68.5943151498785,359.9,246.4014212125304,0.0012244833470238035,40704.0451290554,0.2591426582991008,0.6052067837181128,1.5819136001177356e-14,,,,,,,,,,,,,,,,,,
91,0,2,1.4070514706449586,44,7.11551583602952,70,9.65947753949172,True,-1.6215578859901612,257.64868082973,252.50642559575803,67.52768645321859,363.81807838669533,247.61807838669537,0.0012201777333359699,48168.66051240148,0.283830063693183,0.6051590330442985,8.470771693391104e-15,,,,,,,,,,,,,,,,,,
92,5,1,-2.7130164810372013,61,6.459331256715507,96,9.737872537975566,True,-1.6968453595938795,255.4073443388045,250.30674545845812,68.84729646568947,362.0,246.2631758835776,0.0012186404680903672,93506.23517701162,0.2583703878171265,0.6051419628089927,2.5055822556975646e-16,,,,,,,,,,,,,,,,,,
93,6,6,3.153987801961041,59,3.6452069284760142,98,5.669958654358227,True,-1.7032281623327878,255.09035019213826,251.04663356290246,69.35435867768265,372.6,246.3114103305793,0.0012162324248181375,67146.7850868186,0.27993273384808776,0.6051152003404873,1.581977855318108e-15,,,,,,,,,,,,,,,,,,
94,6,26,0.5862763005678673,49,7.46575740203458,71,9.00915042160959,True,-1.5830086254409068,257.85562022090795,251.07567840489082,66.4333606360921,350.2,247.5933278727816,0.0012151639254729255,49525.228476185664,0.2389590639284317,0.6051033163319228,4.7476711143380825e-15,,,,,,,,,,,,,,,,,,
95,18,25,-3.770904544890219,56,4.945078971867642,97,6.790530071992066,True,-1.7013705849168994,255.62721771659758,250.96800444383538,69.62766402450121,370.6,246.2680839938747,0.0012114975242778544,74627.5669415152,0.27890952031679084,0.6050624961721778,9.167681929115953e-16,,,,,,,,,,,,,,,,,,
96,1,38,-4.3035815273243605,54,9.251027153790467,89,9.904137458748119,True,-1.6439765817676286,255.32097202193225,250.4711340061578,67.4226594119806,354.21933514700476,247.01933514700485,0.0012092399069068582,57012.82588166093,0.23814728371020424,0.6050373284421995,2.3270592568803503e-15,,,,,,,,,,,,,,,,,,
97,7,4,-2.569797313323705,59,7.964277981108129,84,9.527452620492632,True,-1.5877802673841792,257.1520255238353,249.6869476087918,65.99275951602888,346.2,247.28144809679424,0.0012034125372220605,112915.062520982,0.1982707688642231,0.6049722508122474,5.094142840648052e-17,,,,,,,,,,,,,,,,,,
98,12,1,1.2257647662237725,50,6.710476215460763,77,9.273856210155973,True,-1.6054537855383944,259.5980929159727,251.58351051835857,67.50156350156057,359.3,247.47460912460983,0.0012016896341845293,40455.64711099648,0.2600149489645074,0.6049529783809308,1.5328632532606568e-14,,,,,,,,,,,,,,,,,,
99,9,25,5.676907009251819,51,8.17798523188701,64,8.76080719102022,True,-1.4548130975994789,256.531156124342,251.251337004587,57.36746651001399,626.2,250.26650669799716,0.0011987493164775512,17663980.39391906,0.1257426802287861,0.6049200542892643,2.1349209473456548e-28,,,,,,,,,,,,,,,,,,
100,19,41,2.754894783010629,55,2.966391453672866,67,4.128762011237352,True,-1.5400182143394603,257.8544787298996,250.57105011126,65.07868835544357,349.2,247.8842623289113,0.0011980238435627785,86202.40859875928,0.20951525411995411,0.6049119242968234,2.152225344649465e-16,,,,,,,,,,,,,,,,,,
101,17,2,2.4127249397480988,45,4.354643645740248,66,5.314409640646666,True,-1.5596918401528608,258.82525439136697,251.2851505738253,66.90662045815064,350.8,247.73867590836983,0.0011975787948592393,46443.96719756034,0.2412194606017093,0.6049069355877648,6.370150997024921e-15,,,,,,,,,,,,,,,,,,
102,4,57,2.9432550933736117,58,5.075118027747426,76,6.0864286493882025,True,-1.480131306924386,256.30874021678613,248.24622316093013,65.93736539990343,187.222419239942,247.2925269200193,0.0011941806863546886,88268.48833969151,0.12413177181564325,0.6048688127596428,6.565452721587786e-17,,,,,,,,,,,,,,,,,,
103,5,26,-3.26200188207231,55,6.999287948749039,91,9.990169983663948,True,-1.6535333127329876,255.56338977739517,250.82674746673015,68.6249309657959,364.7,246.77501380684086,0.0011925120330336975,45165.49311764439,0.258510514060531,0.6048500714998362,8.638742850582341e-15,,,,,,,,,,,,,,,,,,
104,13,1,-0.7828248044525328,19,3.0425293684817962,31,3.9913632161278834,True,-1.5173168075286898,257.0644718792867,254.50490133911097,66.61456760253415,368.0,249.01708647949317,0.001185603286766498,23560.8377228206,0.30061018783518906,0.6047723295381721,3.033510620293231e-13,,,,,,,,,,,,,,,,,,
105,10,38,0.7130545607643093,43,5.104270356586042,85,7.944389411648093,True,-1.6026254101151285,256.08563709680703,254.06699899695045,69.89428858014033,400.2188577160282,247.48114228397202,0.0011826916995653104,43479.13057615379,0.33023241234349604,0.6047394949461271,1.979228937628889e-14,233.4190944111044,416.66449975268813,476.8644997526881,232.8355002473119,0.00010340554196134373,171449.28097286262,0.0997701961484632,0.5855931920291186,9.98432649974875e-22,,,,,,,,,
106,3,15,5.261093598385159,50,5.415130095537805,77,8.205249994769762,True,-1.592507176909079,255.70729015794186,251.8569412303151,68.37574535754344,365.5,247.4310636606141,0.001182441857754791,39918.41524874577,0.2701698597201308,0.6047366754454689,1.7184957290573762e-14,,,,,,,,,,,,,,,,,,
107,16,47,1.8599884785709868,59,3.2392209537258694,80,6.0469713027352325,True,-1.5739140285186877,255.1416746259152,250.33019412836097,67.06186263270436,353.3,247.35953434182392,0.0011802058770427018,75475.00400026367,0.2206942528631637,0.6047114281096984,4.495953680451223e-16,,,,,,,,,,,,,,,,,,
108,3,39,-2.0554623642669734,47,6.9806367076496025,94,7.842043156066811,True,-1.6342550300598195,255.68222650249984,252.9446047000065,70.51217076733022,394.02804269183264,246.87195730816742,0.0011791735991797394,82801.7643466915,0.31740759417014525,0.6046997637613535,7.157266397670558e-16,227.80512404106395,415.08778934401977,472.4755786880396,227.2122106559802,0.00010520187439058224,128300.02301557033,0.10176829596629168,0.5856639562596407,4.703273236187765e-21,,,,,,,,,
